name,client_id,enabled,graph_api_permissions,auth_code,device_code,brk_refresh,foci,reply_addresses
AADReporting,1b912ec3-a9dd-4c4d-a53e-76aa7adb28d7,True,,,,,False,
Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd,True,[None],,,,False,
Messaging Bot API Application,5a807f24-c9de-44ee-a3a7-329e88a00ffc,True,[None],,,,False,
Viva Learning,2c9e12e5-a56c-4ba1-b768-7a141586c6fe,True,,,,,False,
Microsoft Azure Container Apps - Data Plane,3734c1a4-2bed-4998-a37a-ff1a9e7bf019,True,[None],,,,False,
AzureBackup_WBCM_Service,c505e273-0ba0-47e7-a0bd-f48042b4524d,True,[None],,,,False,
Microsoft Intune API,c161e42e-d4df-4a3d-9b42-e7a3c31f59d4,True,,,,,False,
Cloud Infrastructure Entitlement Management,b46c3ac5-9da6-418f-a849-0a07a10b3c6c,True,[None],,,,False,
Microsoft Insider Risk Management,1fe0d6b3-81f0-4cf5-9dfd-fbb297d7848c,True,,,,,False,
MS Teams Griffin Assistant,c9224372-5534-42cb-a48b-8db4f4a3892e,True,[None],,,,False,
Metrics Monitor API,12743ff8-d3de-49d0-a4ce-6c91a4245ea0,True,[None],,,,False,
AzureVirtualNetworkManager,6d057c82-a784-47ae-8d12-ca7b38cf06b4,True,[None],,,,False,
AzureBackupReporting,3b2fa68d-a091-48c9-95be-88d572e08fb7,True,[None],,,,False,
Microsoft Intune IW Service,b8066b99-6e67-41be-abfa-75db1a2c8809,True,,,,,False,
Azure Monitor System,11c174dc-1945-4a9a-a36b-c79a0f246b9b,True,,,,,False,
Microsoft Remote Desktop,a4a365df-50f1-4397-bc59-1a1564b8bb9c,True,[None],,,,False,
O365 Customer Monitoring,3aa5c166-136f-40eb-9066-33ac63099211,True,[None],,,,False,
M365 App Management Service,0517ffae-825d-4aff-999e-3f2336b8a20a,True,,,,,False,
Exchange Office Graph Client for AAD - Interactive,6da466b6-1d13-4a2c-97bd-51a99e8d4d74,True,,,,,False,
Azure Regional Service Manager,5e5e43d4-54da-4211-86a4-c6e7f3715801,True,[None],,,,False,
Microsoft Teams Partner Tenant Administration ,0c708d37-30b2-4f22-8168-5d0cba6f37be,True,[None],,,,False,
Diagnostic Services Trusted Storage Access,562db366-1b96-45d2-aa4a-f2148cef2240,True,[None],,,,False,
MDATPNetworkScanAgent,04687a56-4fc2-4e36-b274-b862fb649733,True,[None],,,,False,
Federated Profile Service,7e468355-e4db-46a9-8289-8d414c89c43c,True,[None],,,,False,
MsgDataMgmt,61a63147-3824-45f5-a186-ace3f4c9daeb,True,[None],,,,False,
Microsoft Teams Admin Portal Service,2ddfbe71-ed12-4123-b99b-d5fc8a062a79,True,,,,,False,
teams contacts griffin processor,e08ab642-962a-4175-913c-165f557d799a,True,[None],,,,False,
Office Change Management,601d4e27-7bb3-4dee-8199-90d47d527e1c,True,,,,,False,
Microsoft Azure Vnet Verifier,6e02f8e9-db9b-4eb5-aa5a-7c8968375f68,True,[None],,,,False,
CompliancePolicy,644c1b11-f63f-45fa-826b-a9d2801db711,True,,,,,False,
Microsoft Intune AndroidSync,d8877f27-09c0-43aa-8113-40151dae8b14,True,[None],,,,False,
Microsoft Mobile Application Management,0a5f63c0-b750-4f38-a71c-4fc0d58b89e2,True,,,,,False,
GatewayRP,486c78bf-a0f7-45f1-92fd-37215929e116,True,[None],,,,False,
O365 Secure Score,8b3391f4-af01-4ee8-b4ea-9871b2499735,True,,,,,False,
ISV Portal,c6871074-3ded-4935-a5dc-b8f8d91d7d06,False,,,,,False,
Office 365 Information Protection,2f3f02c9-5679-4a5c-a605-0de55b07d135,True,[None],,,,False,
Microsoft Rights Management Services Default,934d626a-1ead-4a36-a77d-12ec63b87a0d,True,[None],,,,False,
Storage Resource Provider,a6aa9161-5291-40bb-8c5c-923b567bee3b,True,[None],,,,False,
Office Store,c606301c-f764-4e6b-aa45-7caaaea93c9a,True,,,,,False,
Office 365 Import Service,3eb95cef-b10f-46fe-94e0-969a3d4c9292,True,[None],,,,False,
Prod-AzureSustainability,d05a94d3-4ebf-4d16-a4b5-c5157fe79490,True,[None],,,,False,
Microsoft Defender for Cloud Scanner Resource Provider,e0ccf59d-5a20-4a87-a122-f42842cdb86a,True,[None],,,,False,
Azure AD Identity Governance Insights,58c746b0-a0b0-4647-a8f6-12dde5981638,True,"email,Insights-GuestActivity.Read.All,Insights-GuestActivity.ReadBasic.All,Insights-GuestActivity.ReadWrite.All,openid,profile,User.EnableDisableAccount.All,User.ReadWrite",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75,True,[None],,,,False,
Dual-write,6f7d0213-62b1-43a8-b7f4-ff2bb8b7b452,True,[None],,,,False,
MicrosoftGuestConfiguration,e935b4a5-8968-416d-8414-caed51c782a9,True,[None],,,,False,
Azure AD Identity Governance,bf26f092-3426-4a99-abfb-97dad74e661a,True,,,,,False,
Hyper-V Recovery Manager,b8340c3b-9267-498f-b21a-15d5547fd85e,True,,,,,False,
Microsoft.Azure.SyncFabric,00000014-0000-0000-c000-000000000000,True,,,,,False,
Microsoft Graph,00000003-0000-0000-c000-000000000000,True,,,,,False,
RPA - Machine Management Relay Service - Application,db040338-7cb4-44df-a22b-785bde7ce0e2,False,,,,,False,
Microsoft Information Protection API,40775b29-2688-46b6-a3b5-b256bd04df9f,True,[None],,,,False,
Microsoft SharePoint Online - SharePoint Home,dcad865d-9257-4521-ad4d-bae3e137b345,True,,,,,False,
DeploymentScheduler,8bbf8725-b3ca-4468-a217-7c8da873186e,True,,,,,False,
Internet resources with Global Secure Access,5dc48733-b5df-475c-a49b-fa307ef00853,True,[None],,,,False,
Microsoft Graph Connectors Core,f8f7a2aa-e116-4ba6-8aea-ca162cfa310d,True,[None],,,,False,
Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64,True,[None],,,,False,
Defender Experts for XDR,9ee7b58d-f9db-45bc-ad7b-c2b97bbc3337,True,"Channel.Create,Channel.ReadBasic.All,ChannelMember.ReadWrite.All,Team.Create,Team.ReadBasic.All,TeamsAppInstallation.ReadWriteAndConsentSelfForTeam,TeamsAppInstallation.ReadWriteSelfForTeam,User.Read,User.Read.All,.default",yes,,,False,https://login.microsoftonline.com/common/oauth2/nativeclient
Microsoft Exact Data Match Upload Agent,b51a99a9-ccaa-4687-aa2c-44d1558295f4,True,[None],,,,False,
Azure AD Identity Governance - Dynamics 365 Management,c495cfdc-814f-46a1-89f0-657921c9fbe0,True,[None],,,,False,
DirectoryLookupService,9cd0f7df-8b1a-4e54-8c0c-0ef3a51116f6,True,[None],,,,False,
Microsoft Rights Management Services,00000012-0000-0000-c000-000000000000,True,,,,,False,
Office 365 SharePoint Online,00000003-0000-0ff1-ce00-000000000000,True,,,,,False,
Azure Resource Manager,797f4846-ba00-4fd7-ba43-dac1f8f63013,True,,,,,False,
Azure Notification Service,b503eb83-1222-4dcc-b116-b98ed5216e05,True,[None],,,,False,
Microsoft Azure Network Copilot,40c49ff3-c6ae-436d-b28e-b8e268841980,True,[None],,,,False,
Microsoft Office Licensing Service,8d3a7d3c-c034-4f19-a2ef-8412952a9671,True,[None],,,,False,
People Profile Event Proxy,65c8bd9e-caac-4816-be98-0692f41191bc,True,[None],,,,False,
Microsoft Teams User Profile Search Service,a47591ab-e23e-4ffa-9e1b-809b9067e726,True,[None],,,,False,
Microsoft Defender for APIs Resource Provider,56823b05-67d8-413a-b6ab-ad19d7710cf2,True,[None],,,,False,
Verifiable Credentials Service Request,3db474b9-6a0c-4840-96ac-1fceb342124f,True,,,,,False,
Microsoft Intune AAD BitLocker Recovery Key Integration,ccf4d8df-75ce-4107-8ea5-7afd618d4d8a,True,,,,,False,
IDML Graph Resolver Service and CAD,d88a361a-d488-4271-a13f-a83df7dd99c2,True,,,,,False,
Microsoft Device Management EMM API,8ae6a0b1-a07f-4ec9-927a-afb8d39da81c,True,[None],,,,False,
Azure AD Application Proxy,47ee738b-3f1a-4fc7-ab11-37e4822b007e,True,,,,,False,
Azure Managed HSM RP,1341df96-0b28-43da-ba24-7a6ce39be816,True,[None],,,,False,
Microsoft Defender for Cloud Apps - Customer Experience,ac6dbf5e-1087-4434-beb2-0ebf7bd1b883,True,[None],,,,False,
Azure Resource Graph,509e4652-da8d-478d-a730-e9d4a1996ca4,True,[None],,,,False,
Microsoft Discovery Service,6f82282e-0070-4e78-bc23-e6320c5fa7de,True,[None],,,,False,
Microsoft Information Protection Sync Service,870c4f2e-85b6-4d43-bdda-6ed9a579b725,True,[None],,,,False,
Common Data Service License Management,1c2909a7-6432-4263-a70d-929a3c1f9ee5,True,,,,,False,
Skype for Business Management Reporting and Analytics - Legacy,de17788e-c765-4d31-aba4-fb837cfff174,True,,,,,False,
Microsoft Teams Chat Aggregator,b1379a75-ce5e-4fa3-80c6-89bb39bf646c,True,,,,,False,
Targeted Messaging Service,4c4f550b-42b2-4a16-93f9-fdb9e01bb6ed,True,,,,,False,
CABProvisioning,5da7367f-09c8-493e-8fd4-638089cddec3,True,[None],,,,False,
Teams CMD Services and Data,00edd498-7c0c-4e68-859c-5a55d518c9c0,True,,,,,False,
Microsoft Flow Service,7df0a125-d3be-4c96-aa54-591f83ff541c,True,,,,,False,
Microsoft Parature Dynamics CRM,8909aac3-be91-470c-8a0b-ff09d669af91,True,,,,,False,
Call Recorder,4580fd1d-e5a3-4f56-9ad1-aab0e3bf8f76,True,[None],,,,False,
Verifiable Credentials Service Admin,6a8b4b39-c021-437c-b060-5a14a3fd65f3,True,"email,openid,Organization.Read.All,profile,Reports.Read.All,ServicePrincipalEndpoint.Read.All,User.Read",,,Yes,False,"http://localhost,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com"
Microsoft Azure,15689b28-1333-4213-bb64-38407dde8a5e,True,,,,,False,
Teams Policy Notification Processor Service,61f9e166-f678-4342-bfd3-b49781ce7a0a,True,[None],,,,False,
Office 365 Enterprise Insights,f9d02341-e7aa-456d-926d-4a0ca599fbee,True,,,,,False,
Omnichannel for CS CRM ClientApp Primary,d9ce8cfa-8bd8-4ff1-b39b-5e5dd5742935,True,[None],,,,False,
Diagnostic Services Data Access,3603eff4-9141-41d5-ba8f-02fb3a439cd6,True,[None],,,,False,
Microsoft Teams Services,cc15fd57-2c6c-4117-a88c-83b1d56b4bbe,True,,,,,False,
MileIQ Admin Center,de096ee1-dae7-4ee1-8dd5-d88ccc473815,True,[None],,,,False,
Narada Notification Service,51b5e278-ed7e-42c6-8787-7ff93e92f577,True,[None],,,,False,
ProjectWorkManagement,09abbdfd-ed23-44ee-a2d9-a627aa1c90f3,True,,,,,False,
Office Shredding Service,b97b6bd4-a49f-4a0c-af18-af507d1da76c,True,"email,Files.Read.All,openid,Organization.Read.All,profile,User.Read.All",yes,,,False,urn:ietf:wg:oauth:2.0:oob
Microsoft.SMIT,8fca0a66-c008-4564-a876-ab3ae0fd5cff,True,,,,,False,
M365 Pillar Diagnostics Service API,8bea2130-23a1-4c09-acfb-637a9fb7c157,True,[None],,,,False,
Yggdrasil,78e7bc61-0fab-4d35-8387-09a8d2f5a59d,True,[None],,,,False,
Microsoft Policy Insights Provider Data Plane,8cae6e77-e04e-42ce-b5cb-50d82bce26b1,True,[None],,,,False,
CPIM Service,bb2a2e3a-c5e7-4f0a-88e0-8e01fd3fc1f4,True,"Application.Read.All,Application.ReadWrite.All,Domain.Read.All,email,EntitlementManagement.Read.All,IdentityProvider.ReadWrite.All,IdentityUserFlow.Read.All,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
IC3 Gateway TestClone,55bdc56c-2b15-4538-aa37-d0c008c8c430,True,[None],,,,False,
Skype Presence Service,1e70cd27-4707-4589-8ec5-9bd20c472a46,True,,,,,False,
Azure Monitor Restricted,035f9e1d-4f00-4419-bf50-bf2d87eb4878,True,[None],,,,False,
AzureDnsFrontendApp,a0be0c72-870e-46f0-9c49-c98333a996f7,True,,,,,False,
Intune CMDeviceService,14452459-6fa6-4ec0-bc50-1528a1a06bf0,True,[None],,,,False,
Microsoft Windows AutoPilot Service API,cbfda01c-c883-45aa-aedc-e7a484615620,True,[None],,,,False,
SalesInsightsWebApp,b20d0d3a-dc90-485b-ad11-6031e769e221,True,"Application.Read.All,Calendars.ReadWrite,Chat.Read,Contacts.Read,Directory.Read.All,email,Files.ReadWrite.All,OnlineMeetingArtifact.Read.All,OnlineMeetingTranscript.Read.All,openid,Presence.ReadWrite,profile,User.Read.All",yes,,,False,https://login.microsoftonline.com/common/oauth2/nativeclient
Directory and Policy Cache,7b58f833-4438-494c-a724-234928795a67,True,[None],,,,False,
Office365 Shell WCSS-Server Default,a68e1e61-ad4f-45b6-897d-0a1ea8786345,True,[None],,,,False,
Azure RBAC Data Plane,5861f7fb-5582-4c1a-83c0-fc5ffdb531a6,True,[None],,,,False,
Microsoft Intune Web Company Portal,74bcdadc-2fdc-4bb3-8459-76d06952a0e9,True,,,,,False,
Azure Logic Apps,7cd684f4-8a78-49b0-91ec-6a35d38739ba,True,[None],,,,False,
WindowsUpdate-Service,6f0478d5-61a3-4897-a2f2-de09a5a90c7f,True,[None],,,,False,
Media Recording for Dynamics 365 Sales,f448d7e5-e313-4f90-a3eb-5dbb3277e4b3,True,"Calendars.Read,Organization.Read.All,User.Read.All",yes,Yes,,False,https://login.microsoftonline.com/common/oauth2/nativeclient
Azure Edge Zones storage,1609d3a1-0db2-4818-b854-fe1614f0718a,True,[None],,,,False,
Automated Call Distribution,11cd3e2e-fccb-42ad-ad00-878b93575e07,True,,,,,False,
Microsoft.MileIQ.Dashboard,f7069a8d-9edc-4300-b365-ae53c9627fc4,True,[None],,,,False,
SQLDBControlPlaneFirstPartyApp,ceecbdd6-288c-4be9-8445-74f139e5db19,True,[None],,,,False,
Microsoft Flow Portal,6204c1d1-4712-4c46-a7d9-3ed63d992682,True,,,,,False,
Dynamics Provision,39e6ea5b-4aa4-4df2-808b-b6b5fb8ada6f,True,[None],,,,False,
Compute Recommendation Service,b9a92e36-2cf8-4f4e-bcb3-9d99e00e14ab,True,[None],,,,False,
AD Hybrid Health,6ea8091b-151d-447a-9013-6845b83ba57b,True,,,,,False,
Microsoft Invoicing,b6b84568-6c01-4981-a80f-09da9a20bbed,True,,,,,False,
DWEngineV2,441509e5-a165-4363-8ee7-bcf0b7d26739,True,,,,,False,
Power BI Premium,cb4dc29f-0bf4-402a-8b30-7511498ed654,True,,,,,False,
Demeter.WorkerRole,3c31d730-a768-4286-a972-43e9b83601cd,True,[None],,,,False,
Microsoft Stream Service,2634dd23-5e5a-431c-81ca-11710d9079f4,True,,,,,False,
Substrate-FileWatcher,fbb0ac1a-82dd-478b-a0e5-0b2b98ef38fe,True,[None],,,,False,
Backup Management Service,262044b1-e2ce-469f-a196-69ab7ada62d3,True,[None],,,,False,
Azure Traffic Manager and DNS,2cf9eb86-36b5-49dc-86ae-9a63135dfa8c,True,,,,,False,
AADPremiumService,bf4fa6bf-d24c-4d1c-8cfd-12063dd646b2,True,[None],,,,False,
Microsoft Seller Dashboard,0000000b-0000-0000-c000-000000000000,True,,,,,False,
O365 Demeter,982bda36-4632-4165-a46a-9863b1bbcf7d,True,,,,,False,
Microsoft Teams Shifts,aa580612-c342-4ace-9055-8edee43ccb89,True,,,,,False,
Microsoft Defender for Cloud MultiCloud Onboarding,81172f0f-5d81-47c7-96f6-49c58b60d192,True,,,,,False,
Microsoft password reset service,93625bc8-bfe2-437a-97e0-3d0060024faa,True,,,,,False,
Microsoft Office Licensing Service Agents,d7097cd1-c779-44d0-8c71-ab1f8386a97e,True,[None],,,,False,
SQLVMResourceProviderAuth,bd93b475-f9e2-476e-963d-b2daf143ffb9,True,[None],,,,False,
Microsoft To-Do,c830ddb0-63e6-4f22-bd71-2ad47198a23e,True,,,,,False,
ChatMigrationService1P,3af5adde-460d-4bc1-ada0-fc648af8fefb,True,[None],,,,False,
Common Data Service User Management,c92229fa-e4e7-47fc-81a8-01386459c021,True,,,,,False,
Azure Advanced Threat Protection,7b7531ad-5926-4f2d-8a1d-38495ad33e17,True,,,,,False,
Microsoft Teams Settings Store,cf6c77f8-914f-4078-baef-e39a5181158b,True,,,,,False,
Marketplace Caps API,184909ca-69f1-4368-a6a7-c558ee6eb0bd,True,[None],,,,False,
RPA - Machine Management Relay Service,aad3e70f-aa64-4fde-82aa-c9d97a4501dc,True,[None],,,,False,
CAP Neptune Prod CM Prod ,ab158d9a-0b5c-4cc3-bb2b-f6646581e4e4,True,,,,,False,
Windows Azure Active Directory,00000002-0000-0000-c000-000000000000,True,,,,,False,
SharePoint Online Web Client Extensibility Isolated,3bc2296e-aa22-4ed2-9e1e-946d05afa6a2,True,[None],,,,False,
Microsoft Power Query,f3b07414-6bf4-46e6-b63f-56941f3f4128,True,,,,,False,
OneNote,2d4d3d8e-2be3-4bef-9f87-7875a61c29de,True,,,,,False,
Azure Support - Network Watcher,341b7f3d-69b3-47f9-9ce7-5b7f4945fdbd,True,[None],,,,False,
Reply-At-Mention,18f36947-75b0-49fb-8d1c-29584a55cac5,True,,,,,False,
OneDrive Web,33be1cef-03fb-444b-8fd3-08ca1b4d803f,True,,,,,False,
Microsoft Azure Container Apps - Control Plane,7e3bc4fd-85a3-4192-b177-5b8bfc87f42c,True,[None],,,,False,
OCaaS Worker Services,167e2ded-f32d-49f5-8a10-308b921bc7ee,True,[None],,,,False,
Microsoft Teams Retail Service,75efb5bc-18a1-4e7b-8a66-2ad2503d79c6,True,,,,,False,
Power Apps API,331cc017-5973-4173-b270-f0042fddfd75,True,,,,,False,
Azure AD Identity Governance - Directory Management,ec245c98-4a90-40c2-955a-88b727d97151,True,[None],,,,False,
Connectors,48af08dc-f6d2-435f-b2a7-069abd99c086,True,,,,,False,
Azure Backup NRP Application,9bdab391-7bbe-42e8-8132-e4491dc29cc0,True,[None],,,,False,
Microsoft Teams Task Service,d0597157-f0ae-4e23-b06c-9e65de434c4f,True,,,,,False,
Azure Linux VM Sign-In,ce6ff14a-7fdc-4685-bbe0-f6afdfcfa8e0,True,[None],,,,False,
Microsoft Teams VSTS,a855a166-fd92-4c76-b60d-a791e0762432,True,,,,,False,
Microsoft Fluid Framework Preview,660d4be7-2665-497f-9611-a42c2668dbce,False,,,,,False,
SubstrateActionsService,06dd8193-75af-46d0-84bb-9b9bcaa89e8b,True,[None],,,,False,
O365SBRM Service,9d06afd9-66c9-49a6-b385-ea7509332b0b,True,,,,,False,
Microsoft Teams Bots,64f79cb9-9c82-4199-b85b-77e35b7dcbcb,True,,,,,False,
Microsoft.DynamicsMarketing,9b06ebd4-9068-486b-bdd2-dac26b8a5a7a,True,,,,,False,
Microsoft Substrate Management,98db8bd6-0cc0-4e67-9de5-f187f1cd1b41,True,[None],,,,False,
Azure ESTS Service,00000001-0000-0000-c000-000000000000,True,,,,,False,
MSATenantRestrictions,1a4b5304-a0fd-4017-8a3d-466fc083b73e,True,[None],,,,False,
PROD Microsoft Defender For Cloud Athena,e807d0e2-91da-40d6-8cee-e33c91a0b051,True,[None],,,,False,
Billing RP,80dbdb39-4f33-4799-8b6f-711b5e3e61b6,True,[None],,,,False,
Microsoft Teams ATP Service,0fa37baf-7afc-4baf-ab2d-d5bb891d53ef,True,[None],,,,False,
Microsoft_Azure_Support,959678cf-d004-4c22-82a6-d2ce549a58b8,True,"email,openid,Organization.Read.All,profile,RoleManagement.Read.Directory,User.Read",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
AzureAutomation,fc75330b-179d-49af-87dd-3b1acf6827fa,True,,,,,False,
CCM TAGS,997dc448-eeab-4c93-8811-6b2c80196a16,True,[None],,,,False,
AzureSupportCenter,37182072-3c9c-4f6a-a4b3-b3f91cacffce,True,,,,,False,
Microsoft Defender for Cloud Apps - APIs,972bb84a-1d27-4bd3-8306-6b8e57679e8c,True,[None],,,,False,
CIWebService,e1335bb1-2aec-4f92-8140-0e6e61ae77e5,True,,,,,False,
PowerAI,8b62382d-110e-4db8-83a6-c7e8ee84296a,True,[None],,,,False,
MicrosoftEndpointDLP,c98e5057-edde-4666-b301-186a01b4dc58,True,[None],,,,False,
KaizalaActionsPlatform,9bb724a5-4639-438c-969b-e184b2b1e264,True,"Application.ReadWrite.All,email,GroupMember.Read.All,openid,profile,User.Read.All",yes,,,False,http://localhost
Verifiable Credentials Service,bb2a64ee-5d29-4b07-a491-25806dc854d3,True,,,,,False,
Microsoft Teams Intelligent Workspaces Interactions Service,0eb4bf93-cb63-4fe1-9d7d-70632ccf3082,True,[None],,,,False,
policy enforcer,fbb123dc-fe45-41fe-ad9f-e42ab0769328,True,[None],,,,False,
Microsoft Azure Workflow,00000005-0000-0000-c000-000000000000,True,[None],,,,False,
Cortana Runtime Service,81473081-50b9-469a-b9d8-303109583ecb,True,[None],,,,False,
Azure Cost Management Scheduled Actions,6b3368c6-61d2-4a72-854c-42d1c4e71fed,True,[None],,,,False,
Omnichannel for CS Provisioning App Primary,3957683c-3a48-4a6c-8706-a6e2d6883b02,True,[None],,,,False,
Azure AD Identity Governance - SPO Management,396e7f4b-41ea-4851-b04d-65de6cf1b4a3,True,[None],,,,False,
Media Analysis and Transformation Service,0cd196ee-71bf-4fd6-a57c-b491ffd4fb1e,True,,,,,False,
Office365 Shell SS-Server Default,6872b314-67ab-4a16-98e7-a663b0f772c3,True,[None],,,,False,
Office365 Shell SS-Server,e8bdeda8-b4a3-4eed-b307-5e2456238a77,True,,,,,False,
Data Export Service for Microsoft Dynamics 365,b861dbcc-a7ef-4219-a005-0e4de4ea7dcf,True,,,,,False,
Deprecated - CAS API Security RP Staging,19b21e10-1304-498b-92d4-4290e94999fa,True,[None],,,,False,
ReportReplica,f25a7567-8ec5-4582-8a65-bfd66b0530cc,True,[None],,,,False,
Exchange Rbac,789e8929-0390-42a2-8934-0f9dafb8ec89,True,,,,,False,
Microsoft Defender for Cloud Servers Scanner Resource Provider,0c7668b5-3260-4ad0-9f53-34ed54fa19b2,True,[None],,,,False,
IAMTenantCrawler,66244124-575c-4284-92bc-fdd00e669cea,True,[None],,,,False,
Cortana at Work Service,2a486b53-dbd2-49c0-a2bc-278bdfc30833,True,,,,,False,
Microsoft Outlook,5d661950-3475-41cd-a2c3-d671a3162bc1,True,"AuditLog.Create,Channel.ReadBasic.All,Chat.Read,Chat.ReadWrite,DataLossPreventionPolicy.Evaluate,Directory.Read.All,EduRoster.ReadBasic,Files.ReadWrite.All,Group.ReadWrite.All,InformationProtectionPolicy.Read,OnlineMeetingArtifact.Read.All,OnlineMeetings.Read,OnlineMeetings.ReadWrite,Organization.Read.All,People.Read,SensitiveInfoType.Detect,SensitiveInfoType.Read.All,SensitivityLabel.Evaluate,User.Invite.All,User.Read,User.ReadBasic.All,User.ReadWrite",yes,Yes,,False,ms-appx-web://Microsoft.AAD.BrokerPlugin/5d661950-3475-41cd-a2c3-d671a3162bc1
Office Enterprise Protection Service,55441455-2f54-42b5-bc99-93e21cd4ae28,True,[None],,,,False,
PROD Microsoft Defender For Cloud XDR,3f6aecb4-6dbf-4e45-9141-440abdced562,True,[None],,,,False,
Power Query Online GCC-L2,939fe80f-2eef-464f-b0cf-705d254a2cf2,True,,,,,False,
Microsoft B2B Admin Worker,1e2ca66a-c176-45ea-a877-e87f7231e0ee,True,,,,,False,
Managed Disks Resource Provider,60e6cd67-9c8c-4951-9b3c-23c25a2169af,True,,,,,False,
Azure Information Protection,5b20c633-9a48-4a5f-95f6-dae91879051f,True,[None],,,,False,
ASM Campaign Servicing,0cb7b9ec-5336-483b-bc31-b15b5788de71,True,,,,,False,
Application Insights Configuration Service,6a0a243c-0886-468a-a4c2-eff52c7445da,True,[None],,,,False,
Azure Lab Services,1a14be2a-e903-4cec-99cf-b2e209259a0f,True,,,,,False,
Recommended,98c8388a-4e86-424f-a176-d1288462816f,True,,,,,False,
Intune Grouping and Targeting Client Prod,fd14a986-6fe4-409a-883e-cdec1009cd54,True,[None],,,,False,
Search Federation Connector - Dataverse,9c60a40b-b5c5-4d01-8588-776209c80db3,False,,,,,False,
Audit GraphAPI Application,4bfd5d66-9285-44a1-bb14-14953e8cdf5e,True,[None],,,,False,
Signup,b4bddae8-ab25-483e-8670-df09b9f1d0ea,True,,,,,False,
Skype Teams Firehose,cdccd920-384b-4a25-897d-75161a4b74c1,True,,,,,False,
SQL Copilot PPE,0fc12b9a-5463-4b87-8f10-765fecb39990,True,[None],,,,False,
M365 License Manager,aeb86249-8ea3-49e2-900b-54cc8e308f85,True,,,,,False,
Microsoft Social Engagement,e8ab36af-d4be-4833-a38b-4d6cf1cfd525,True,[None],,,,False,
Power Platform Policy Services CM - PROD,342f61e2-a864-4c50-87de-86abc6790d49,True,,,,,False,
Microsoft Approval Management,65d91a3d-ab74-42e6-8a2f-0add61688c74,True,,,,,False,
Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7,True,[None],,,,False,
O365 UAP Processor,df09ff61-2178-45d8-888c-4210c1c7b0b2,True,,,,,False,
All private resources with Global Secure Access,e92b9b37-1b47-4c01-9fbc-91d84450870e,True,[None],,,,False,
Microsoft Workplace Search Service,f3a218b7-5c8f-460b-93af-56b072788c15,True,,,,,False,
AzureLockbox,a0551534-cfc9-4e1f-9a7a-65093b32bb38,True,[None],,,,False,
Microsoft AppPlat EMA,dee7ba80-6a55-4f3b-a86c-746a9231ae49,True,,,,,False,
Groupies Web Service,925eb0d0-da50-4604-a19f-bd8de9147958,False,,,,,False,
Microsoft Intune Advanced Threat Protection Integration,794ded15-70c6-4bcd-a0bb-9b7ad530a01a,True,[None],,,,False,
Azure Storage Insights Resource Provider,b15f3d14-f6d1-4c0d-93da-d4136c97f006,True,[None],,,,False,
aciapi,c5b17a4f-cc6f-4649-9480-684280a2af3a,True,[None],,,,False,
Azure Storage,e406a681-f3d4-42a8-90b6-c2b029497af1,True,,,,,False,
OCPS Checkin Service,23c898c1-f7e8-41da-9501-f16571f8d097,True,[None],,,,False,
IC3 Gateway,39aaf054-81a5-48c7-a4f8-0293012095b9,True,[None],,,,False,
SharePoint Online Web Client Extensibility,08e18876-6177-487e-b8b5-cf950c1e598c,True,,,,,False,
Power Platform Global Discovery Service,93bd1aa4-c66b-4587-838c-ffc3174b5f13,True,[None],,,,False,
Conferencing Virtual Assistant,9e133cac-5238-4d1e-aaa0-d8ff4ca23f4e,True,[None],,,,False,
Microsoft Commerce Accounts Service,bf9fc203-c1ff-4fd4-878b-323642e462ec,True,[None],,,,False,
Microsoft Defender for Cloud for AI,1efb1569-5fd6-4938-8b8d-9f3aa07c658d,True,[None],,,,False,
MicrosoftAzureActiveAuthn,0000001a-0000-0000-c000-000000000000,True,,,,,False,
Azure Monitor Control Service,e933bd07-d2ee-4f1d-933c-3752b819567b,True,[None],,,,False,
Branch Connect Web Service,57084ef3-d413-4087-a28f-f6f3b1ad7786,True,[None],,,,False,
HoloLens Camera Roll Upload,6b11041d-54a2-4c4f-96a2-6053efe46d8b,True,Files.ReadWrite,,Yes,,False,
Azure Application Change Service,3edcf11f-df80-41b2-a5e4-7e213cca30d1,True,[None],,,,False,
Dynamics Data Integration,2e49aa60-1bd3-43b6-8ab6-03ada3d9f08b,True,,,,,False,
Dynamics Lifecycle services,913c6de4-2a4a-4a61-a9ce-945d2b2ce2e0,True,,,,,False,
Microsoft Threat Protection,8ee8fdad-f234-4243-8f3b-15c294843740,True,,,,,False,
Windows Store for Business,45a330b1-b1ec-4cc1-9161-9f03992aa49f,True,,,,,False,
Azure Data Warehouse Polybase,0130cc9f-7ac5-4026-bd5f-80a08a54e6d9,True,,,,,False,
